"","Cruise","Station","StationID","Latitude","Longitude","FishNum","Time","Station_Depth","Region","FL_mm","Species","preytype","count","preytype_validated","resolved_names","taxon_level_fromid","taxon_name_fromid","higher_order_fromid","data_source","resolved_id_fromgnr","resolved_taxon_level_fromgnr","resolved_higher_order_fromgnr","name_match","higher_match"
"1",201302,13,"201302-13",37.74041333,-74.71867167,22,1334,48,"MAB",219,"C. harengus","Centropages_spp",270,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"2",201302,124,"201302-124",39.5307,-72.89284333,40,1709,60,"SNE",226,"C. harengus","Centropages_spp",20,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"3",201302,206,"201302-206",41.13131333,-69.28958167,46,130,52,"GoM",224,"C. harengus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"4",201302,206,"201302-206",41.13131333,-69.28958167,47,130,52,"GoM",211,"C. harengus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"5",201302,70,"201302-70",37.25421167,-75.07228833,53,1946,36,"MAB",213,"C. harengus","Centropages_spp",265,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"6",201302,70,"201302-70",37.25421167,-75.07228833,54,1946,36,"MAB",220,"C. harengus","Centropages_spp",820,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"7",201302,122,"201302-122",39.64571167,-73.17230667,72,1305,43,"SNE",199,"C. harengus","Centropages_spp",264,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"8",201302,122,"201302-122",39.64571167,-73.17230667,74,1305,43,"SNE",177,"C. harengus","Centropages_spp",177,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"9",201302,121,"201302-121",39.67124333,-73.29145833,86,1112,42,"SNE",180,"C. harengus","Centropages_spp",88,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"10",201302,121,"201302-121",39.67124333,-73.29145833,87,1112,42,"SNE",170,"C. harengus","Centropages_spp",235,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"11",201302,7,"201302-7",38.04904833,-73.99538667,14,26,113,"MAB",85,"P. triacanthus","Centropages_spp",47,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"12",201302,3,"201302-3",38.41109833,-73.431095,131,1325,118,"MAB",98,"P. triacanthus","Centropages_spp",27,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"13",201302,24,"201302-24",36.63787167,-74.93928833,18,1229,30,"MAB",277,"S. scombrus","Centropages_spp",131,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"14",201302,24,"201302-24",36.63787167,-74.93928833,20,1229,30,"MAB",288,"S. scombrus","Centropages_spp",138,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"15",201302,218,"201302-218",41.90631,-69.80113,33,1014,101,"GoM",195,"S. scombrus","Centropages_spp",39,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"16",201302,218,"201302-218",41.90631,-69.80113,36,1014,101,"GoM",215,"S. scombrus","Centropages_spp",40,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"17",201302,69,"201302-69",37.05521,-75.379185,42,1655,29,"MAB",245,"S. scombrus","Centropages_spp",14860,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"18",201302,69,"201302-69",37.05521,-75.379185,45,1655,29,"MAB",266,"S. scombrus","Centropages_spp",28630,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"19",201302,75,"201302-75",37.66702333,-75.16793333,61,545,25,"MAB",256,"S. scombrus","Centropages_spp",10,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"20",201302,75,"201302-75",37.66702333,-75.16793333,62,545,25,"MAB",255,"S. scombrus","Centropages_spp",10,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"21",201302,122,"201302-122",39.64571167,-73.17230667,93,1305,43,"SNE",220,"S. scombrus","Centropages_spp",8,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"22",201402,282,"201402-282",44.08882833,-71.13333333,330,1318,101,"GoM",142,"A. aestivalis","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"23",201402,95,"201402-95",39.45199333,-69.61666667,335,500,67,"SNE",220,"A. aestivalis","Centropages_spp",270,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"24",201402,95,"201402-95",39.45199333,-72.97724167,336,500,67,"SNE",212,"A. aestivalis","Centropages_spp",250,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"25",201402,116,"201402-116",39.689,-73.642,347,1801,35,"MAB",205,"A. aestivalis","Centropages_spp",920,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"26",201402,116,"201402-116",39.689,-73.642,348,1801,35,"MAB",205,"A. aestivalis","Centropages_spp",2480,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"27",201402,127,"201402-127",40.120195,-73.54423167,354,1707,42,"SNE",220,"A. aestivalis","Centropages_spp",3800,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"28",201402,127,"201402-127",40.120195,-73.54423167,355,1707,42,"SNE",224,"A. aestivalis","Centropages_spp",2540,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"29",201402,70,"201402-70",40.50130833,-70.82712333,369,1410,78,"SNE",200,"A. aestivalis","Centropages_spp",340,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"30",201402,57,"201402-57",38.587985,-74.28988167,384,2005,45,"MAB",194,"A. aestivalis","Centropages_spp",2080,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"31",201402,57,"201402-57",38.587985,-74.28988167,385,2005,45,"MAB",187,"A. aestivalis","Centropages_spp",1960,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"32",201402,56,"201402-56",38.334775,-74.07386667,387,1740,63,"MAB",215,"A. aestivalis","Centropages_spp",780,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"33",201402,56,"201402-56",38.334775,-74.07386667,389,1740,63,"MAB",222,"A. aestivalis","Centropages_spp",1220,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"34",201402,84,"201402-84",40.18524333,-72.20134167,393,257,71,"SNE",195,"A. aestivalis","Centropages_spp",15,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"35",201402,118,"201402-118",39.86297833,-73.70465667,406,2252,32,"MAB",215,"A. aestivalis","Centropages_spp",6100,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"36",201402,118,"201402-118",39.86297833,-73.70465667,407,2252,32,"MAB",195,"A. aestivalis","Centropages_spp",3400,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"37",201402,69,"201402-69",40.65411667,-70.75713333,429,1156,64,"SNE",185,"A. aestivalis","Centropages_spp",5,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"38",201402,189,"201402-189",42.15814667,-69.96183333,325,2004,140,"GoM",164,"A. pseudoharengus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"39",201402,68,"201402-68",40.85757833,-70.94011167,337,904,55,"SNE",206,"A. pseudoharengus","Centropages_spp",20,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"40",201402,118,"201402-118",39.86297833,-73.70465667,340,2252,32,"MAB",235,"A. pseudoharengus","Centropages_spp",1940,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"41",201402,118,"201402-118",39.86297833,-73.70465667,341,2252,32,"MAB",232,"A. pseudoharengus","Centropages_spp",1300,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"42",201402,64,"201402-64",41.20531667,-71.22919833,366,2306,48,"SNE",93,"A. pseudoharengus","Centropages_spp",145,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"43",201402,64,"201402-64",41.20531667,-71.22919833,367,2306,48,"SNE",100,"A. pseudoharengus","Centropages_spp",90,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"44",201402,116,"201402-116",39.689,-73.642,447,1801,35,"MAB",241,"A. pseudoharengus","Centropages_spp",3060,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"45",201402,116,"201402-116",39.689,-73.642,448,1801,35,"MAB",221,"A. pseudoharengus","Centropages_spp",1200,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"46",201402,66,"201402-66",40.88478167,-71.18050333,218,335,54,"SNE",215,"C. harengus","Centropages_spp",520,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"47",201402,66,"201402-66",40.88478167,-71.18050333,219,335,54,"SNE",225,"C. harengus","Centropages_spp",75,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"48",201402,64,"201402-64",41.20531667,-71.22919833,220,2306,48,"SNE",180,"C. harengus","Centropages_spp",83,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"49",201402,64,"201402-64",41.20531667,-71.22919833,221,2306,48,"SNE",180,"C. harengus","Centropages_spp",49,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"50",201402,114,"201402-114",39.24038,-73.72974833,224,1300,43,"MAB",243,"C. harengus","Centropages_spp",1260,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"51",201402,114,"201402-114",39.24038,-73.72974833,225,1300,43,"MAB",238,"C. harengus","Centropages_spp",675,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"52",201402,64,"201402-64",41.20531667,-71.22919833,237,2306,48,"SNE",133,"C. harengus","Centropages_spp",770,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"53",201402,64,"201402-64",41.20531667,-71.22919833,238,2306,48,"SNE",140,"C. harengus","Centropages_spp",460,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"54",201402,192,"201402-192",41.72865167,-68.36175833,271,849,86,"GB",214,"C. harengus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"55",201402,57,"201402-57",38.587985,-74.28988167,375,2005,45,"MAB",204,"C. harengus","Centropages_spp",1730,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"56",201402,57,"201402-57",38.587985,-74.28988167,376,2005,45,"MAB",202,"C. harengus","Centropages_spp",3500,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"57",201402,58,"201402-58",38.8625,-74.45793667,378,2242,25,"MAB",224,"C. harengus","Centropages_spp",1740,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"58",201402,58,"201402-58",38.8625,-74.45793667,379,2242,25,"MAB",208,"C. harengus","Centropages_spp",880,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"59",201402,45,"201402-45",38.11966667,-74.52333333,423,1431,41,"MAB",217,"C. harengus","Centropages_spp",470,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"60",201402,45,"201402-45",38.11966667,-74.52333333,424,1431,41,"MAB",234,"C. harengus","Centropages_spp",190,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"61",201402,65,"201402-65",40.90416667,-71.29583333,434,155,57,"SNE",151,"C. harengus","Centropages_spp",70,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"62",201402,97,"201402-97",39.03153167,-73.23715833,168,930,70,"MAB",280,"S. scombrus","Centropages_spp",1680,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"63",201402,97,"201402-97",39.03153167,-73.23715833,169,930,70,"MAB",288,"S. scombrus","Centropages_spp",45,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"64",201402,255,"201402-255",42.55021333,-67.00852833,212,342,315,"GoM",278,"S. scombrus","Centropages_spp",450,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"65",201402,70,"201402-70",40.50130833,-70.82712333,226,1410,78,"SNE",263,"S. scombrus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"66",201402,70,"201402-70",40.50130833,-70.82712333,228,1410,78,"SNE",234,"S. scombrus","Centropages_spp",7,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"67",201402,182,"201402-182",41.339215,-69.32830833,236,1521,79,"GoM",214,"S. scombrus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"68",201402,116,"201402-116",39.689,-73.642,350,1801,35,"MAB",275,"S. scombrus","Centropages_spp",1080,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"69",201402,116,"201402-116",39.689,-73.642,351,1801,35,"MAB",273,"S. scombrus","Centropages_spp",2180,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"70",201402,54,"201402-54",38.39969167,-73.94585333,356,1420,61,"MAB",221,"S. scombrus","Centropages_spp",93,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"71",201402,54,"201402-54",38.39969167,-73.94585333,358,1420,61,"MAB",238,"S. scombrus","Centropages_spp",130,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"72",201402,79,"201402-79",40.16070333,-71.56662167,419,1401,86,"SNE",283,"S. scombrus","Centropages_spp",20,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"73",201402,79,"201402-79",40.16070333,-71.56662167,420,1401,86,"SNE",252,"S. scombrus","Centropages_spp",10,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"74",201404,113,"201404-113",40.94842,-71.05502,457,2221,50,"SNE",154,"P. triacanthus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"75",201404,113,"201404-113",40.94842,-71.05502,474,2221,50,"SNE",95,"P. triacanthus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"76",201404,412,"201404-412",42.04766667,-67.18433333,513,730,53,"GB",280,"S. scombrus","Centropages_spp",40,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"77",201404,412,"201404-412",42.04766667,-67.18433333,514,730,53,"GB",289,"S. scombrus","Centropages_spp",20,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"78",201404,412,"201404-412",42.04766667,-67.18433333,515,730,53,"GB",284,"S. scombrus","Centropages_spp",40,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"79",201404,116,"201404-116",40.53971,-71.65670833,600,703,74,"SNE",86,"P. triacanthus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"80",201404,440,"201404-440",42.92657833,-70.497065,614,2013,104,"GoM",198,"S. scombrus","Centropages_spp",95,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"81",201504,288,"201504-288",41.81333333,-67.585,626,1057,26.8,"GB",275,"S. scombrus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"82",201504,411,"201504-411",43.845,-68.58166667,627,1831,58.2,"GoM",178,"S. scombrus","Centropages_spp",10,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"83",201504,411,"201504-411",43.845,-68.58166667,628,1831,58.2,"GoM",179,"S. scombrus","Centropages_spp",9,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"84",201504,365,"201504-365",42.09333333,-70.31166667,630,653,33.4,"GoM",271,"S. scombrus","Centropages_spp",17150,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"85",201504,365,"201504-365",42.09333333,-70.31166667,631,653,33.4,"GoM",315,"S. scombrus","Centropages_spp",341,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"86",201504,297,"201504-297",41.96333333,-67.58666667,633,1244,24.9,"GB",282,"S. scombrus","Centropages_spp",20,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"87",201504,297,"201504-297",41.96333333,-67.58666667,634,1244,24.9,"GB",271,"S. scombrus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"88",201504,171,"201504-171",40.53,-70.4,641,1732,35.8,"SNE",157,"A. pseudoharengus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"89",201504,295,"201504-295",41.93333333,-67.81833333,642,720,32.3,"GB",160,"S. scombrus","Centropages_spp",5,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"90",201504,295,"201504-295",41.93333333,-67.81833333,643,720,32.3,"GB",142,"S. scombrus","Centropages_spp",1,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"91",201504,332,"201504-332",43.54333333,-67.01166667,654,1924,115.6,"GoM",133,"A. pseudoharengus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"92",201504,387,"201504-387",42.95166667,-70.165,659,1603,80.4,"GoM",146,"S. scombrus","Centropages_spp",1320,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"93",201504,387,"201504-387",42.95166667,-70.165,660,1603,80.4,"GoM",168,"S. scombrus","Centropages_spp",7150,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"94",201504,387,"201504-387",42.95166667,-70.165,661,1603,80.4,"GoM",100,"S. scombrus","Centropages_spp",68,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"95",201504,291,"201504-291",41.61666667,-68.07,669,2102,21.6,"GB",169,"S. scombrus","Centropages_spp",245,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"96",201504,291,"201504-291",41.61666667,-68.07,670,2102,21.6,"GB",162,"S. scombrus","Centropages_spp",4,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"97",201504,365,"201504-365",42.09333333,-70.31166667,691,653,33.4,"GoM",139,"S. scombrus","Centropages_spp",13450,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"98",201504,365,"201504-365",42.09333333,-70.31166667,692,653,33.4,"GoM",142,"S. scombrus","Centropages_spp",2720,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"99",201504,231,"201504-231",40.98166667,-68.78666667,710,1704,39.1,"GB",85,"P. triacanthus","Centropages_spp",2,"Centropages","Centropages",NA,NA,NA,"ITIS","85761","genus","Centropages",FALSE,FALSE
"100",201302,60,"201302-60",36.20050667,-75.339775,4,2010,30,"MAB",220,"C. harengus","Calanus_spp",60,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"101",201302,70,"201302-70",37.25421167,-75.07228833,54,1946,36,"MAB",220,"C. harengus","Calanus_spp",50,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"102",201302,211,"201302-211",41.45427833,-69.28315,69,1600,94,"GoM",142,"C. harengus","Calanus_spp",112,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"103",201302,211,"201302-211",41.45427833,-69.28315,70,1600,94,"GoM",177,"C. harengus","Calanus_spp",280,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"104",201302,122,"201302-122",39.64571167,-73.17230667,72,1305,43,"SNE",199,"C. harengus","Calanus_spp",372,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"105",201302,122,"201302-122",39.64571167,-73.17230667,74,1305,43,"SNE",177,"C. harengus","Calanus_spp",277,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"106",201302,125,"201302-125",39.62600333,-72.76459167,82,1910,69,"SNE",224,"C. harengus","Calanus_spp",1250,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"107",201302,125,"201302-125",39.62600333,-72.76459167,83,1910,69,"SNE",230,"C. harengus","Calanus_spp",928,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"108",201302,121,"201302-121",39.67124333,-73.29145833,86,1112,42,"SNE",180,"C. harengus","Calanus_spp",110,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"109",201302,121,"201302-121",39.67124333,-73.29145833,87,1112,42,"SNE",170,"C. harengus","Calanus_spp",270,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"110",201302,80,"201302-80",38.17644167,-74.72408333,32,1946,34,"MAB",295,"S. scombrus","Calanus_spp",2,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"111",201302,218,"201302-218",41.90631,-69.80113,33,1014,101,"GoM",195,"S. scombrus","Calanus_spp",268,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"112",201302,218,"201302-218",41.90631,-69.80113,36,1014,101,"GoM",215,"S. scombrus","Calanus_spp",239,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"113",201302,122,"201302-122",39.64571167,-73.17230667,93,1305,43,"SNE",220,"S. scombrus","Calanus_spp",8,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"114",201302,158,"201302-158",40.239365,-71.80516167,94,1519,76,"SNE",287,"S. scombrus","Calanus_spp",2,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"115",201402,273,"201402-273",44.29286667,-69.38333333,263,3,180,"GoM",188,"A. aestivalis","Calanus_spp",9,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"116",201402,273,"201402-273",44.29286667,-69.38333333,264,3,180,"GoM",170,"A. aestivalis","Calanus_spp",80,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"117",201402,282,"201402-282",44.08882833,-71.13333333,330,1318,101,"GoM",142,"A. aestivalis","Calanus_spp",536,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"118",201402,95,"201402-95",39.45199333,-69.61666667,335,500,67,"SNE",220,"A. aestivalis","Calanus_spp",535,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"119",201402,57,"201402-57",38.587985,-74.28988167,385,2005,45,"MAB",187,"A. aestivalis","Calanus_spp",140,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"120",201402,56,"201402-56",38.334775,-74.07386667,387,1740,63,"MAB",215,"A. aestivalis","Calanus_spp",320,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"121",201402,56,"201402-56",38.334775,-74.07386667,389,1740,63,"MAB",222,"A. aestivalis","Calanus_spp",130,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"122",201402,69,"201402-69",40.65411667,-70.75713333,429,1156,64,"SNE",185,"A. aestivalis","Calanus_spp",257,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"123",201402,184,"201402-184",41.73333333,-69.38333333,172,1907,164,"GoM",190,"A. aestivalis","Calanus_spp",4740,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"124",201402,189,"201402-189",42.15814667,-69.96183333,325,2004,140,"GoM",164,"A. pseudoharengus","Calanus_spp",237,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"125",201402,68,"201402-68",40.85757833,-70.94011167,337,904,55,"SNE",206,"A. pseudoharengus","Calanus_spp",360,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"126",201402,66,"201402-66",40.88478167,-71.18050333,364,335,54,"SNE",204,"A. pseudoharengus","Calanus_spp",117,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"127",201402,66,"201402-66",40.88478167,-71.18050333,365,335,54,"SNE",212,"A. pseudoharengus","Calanus_spp",2660,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"128",201402,69,"201402-69",40.65411667,-70.75713333,403,1156,64,"SNE",218,"A. pseudoharengus","Calanus_spp",212,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
"129",201402,190,"201402-190",42.03247833,-69.51447833,215,24,213,"GoM",232,"C. harengus","Calanus_spp",2,"Calanus","Calanus",NA,NA,NA,"ITIS","85263","genus","Other Calanoids",FALSE,FALSE
