Cruise,Station,StationID,Latitude,Longitude,FishNum,Time,Station_Depth,Region,FL_mm,Species,preytype,count
201402,190,201402-190,42.03247833,-69.51447833,215,24,213,GoM,232,C. harengus,Euphausiacea,3
201402,48,201402-48,38.21238833,-73.80790667,440,2,116,MAB,118,P. triacanthus,Euphausiacea,1
201402,97,201402-97,39.03153167,-73.23715833,168,930,70,MAB,280,S. scombrus,Euphausiacea,200
201402,346,201402-346,43.28621,-69.98562833,209,158,141,GoM,207,S. scombrus,Euphausiacea,1
201402,54,201402-54,38.39969167,-73.94585333,356,1420,61,MAB,221,S. scombrus,Euphausiacea,1
201402,78,201402-78,40.21830833,-71.45676333,427,1213,87,SNE,271,S. scombrus,Euphausiacea,1
201404,439,201404-439,42.820795,-70.41459833,494,1820,122,GoM,158,S. scombrus,Euphausiacea,2
201404,439,201404-439,42.820795,-70.41459833,495,1820,122,GoM,140,S. scombrus,Euphausiacea,6
201404,393,201404-393,43.95666667,-66.791,499,953,109,GoM,179,P. triacanthus,Euphausiacea,1
201404,369,201404-369,42.00832,-69.37580167,516,1141,212,GoM,245,A. pseudoharengus,Euphausiacea,73
201404,369,201404-369,42.00832,-69.37580167,517,1141,212,GoM,241,A. pseudoharengus,Euphausiacea,7
201404,369,201404-369,42.00832,-69.37580167,518,1141,212,GoM,240,A. pseudoharengus,Euphausiacea,40
201404,369,201404-369,42.00832,-69.37580167,519,1141,212,GoM,244,A. pseudoharengus,Euphausiacea,9
201404,369,201404-369,42.00832,-69.37580167,521,1141,212,GoM,246,A. pseudoharengus,Euphausiacea,1
201404,435,201404-435,42.7965,-70.22783333,528,1100,64,GoM,215,S. scombrus,Euphausiacea,1
201404,435,201404-435,42.7965,-70.22783333,529,1100,64,GoM,221,S. scombrus,Euphausiacea,50
201404,435,201404-435,42.7965,-70.22783333,530,1100,64,GoM,226,S. scombrus,Euphausiacea,2
201404,436,201404-436,42.77871667,-70.20353,533,1217,114,GoM,222,S. scombrus,Euphausiacea,2
201404,436,201404-436,42.77871667,-70.20353,534,1217,114,GoM,226,S. scombrus,Euphausiacea,23
201404,436,201404-436,42.77871667,-70.20353,535,1217,114,GoM,202,S. scombrus,Euphausiacea,4
201404,353,201404-353,41.53427167,-69.371745,570,1705,85,GoM,214,C. harengus,Euphausiacea,3
201404,353,201404-353,41.53427167,-69.371745,572,1705,85,GoM,222,C. harengus,Euphausiacea,31
201404,370,201404-370,42.30601,-68.88251,608,1551,217,GoM,241,A. pseudoharengus,Euphausiacea,7
201404,370,201404-370,42.30601,-68.88251,610,1551,217,GoM,255,A. pseudoharengus,Euphausiacea,43
201504,292,201504-292,41.84666667,-68.20333333,623,2358,90.2,GB,240,C. harengus,Euphausiacea,1
201504,295,201504-295,41.93333333,-67.81833333,642,720,32.3,GB,160,S. scombrus,Euphausiacea,210
201302,122,201302-122,39.64571167,-73.17230667,72,1305,43,SNE,199,C. harengus,Euphausia spp.,2
201402,296,201402-296,42.17125667,-69.71666667,284,1004,192,GoM,222,A. aestivalis,Euphausia spp.,4
201402,184,201402-184,41.73333333,-69.38333333,171,1907,164,GoM,175,A. aestivalis,Euphausia spp.,2
201402,184,201402-184,41.73333333,-69.38333333,172,1907,164,GoM,190,A. aestivalis,Euphausia spp.,6
201402,192,201402-192,41.72865167,-68.36175833,240,849,86,GB,196,A. pseudoharengus,Euphausia spp.,2
201402,255,201402-255,42.55021333,-67.00852833,243,342,315,GoM,182,A. pseudoharengus,Euphausia spp.,2
201402,257,201402-257,42.61333333,-66.632,252,1015,179,GoM,250,A. pseudoharengus,Euphausia spp.,6
201402,260,201402-260,42.93039667,-66.80065167,260,1715,196,GoM,230,A. pseudoharengus,Euphausia spp.,1
201402,256,201402-256,42.63537667,-66.844475,321,704,223,GoM,234,A. pseudoharengus,Euphausia spp.,8
201402,256,201402-256,42.63537667,-66.844475,322,704,223,GoM,234,A. pseudoharengus,Euphausia spp.,6
201402,67,201402-67,40.69278333,-71.26446333,452,553,61,SNE,250,A. pseudoharengus,Euphausia spp.,1
201402,267,201402-267,43.81969833,-66.959605,206,814,196,GoM,234,C. harengus,Euphausia spp.,1
201402,192,201402-192,41.72865167,-68.36175833,216,849,86,GB,270,S. scombrus,Euphausia spp.,1
201402,79,201402-79,40.16070333,-71.56662167,419,1401,86,SNE,283,S. scombrus,Euphausia spp.,2
201404,439,201404-439,42.820795,-70.41459833,495,1820,122,GoM,140,S. scombrus,Euphausia spp.,5
201404,369,201404-369,42.00832,-69.37580167,518,1141,212,GoM,240,A. pseudoharengus,Euphausia spp.,15
201404,369,201404-369,42.00832,-69.37580167,520,1141,212,GoM,252,A. pseudoharengus,Euphausia spp.,2
201404,435,201404-435,42.7965,-70.22783333,527,1100,64,GoM,212,S. scombrus,Euphausia spp.,8
201404,435,201404-435,42.7965,-70.22783333,529,1100,64,GoM,221,S. scombrus,Euphausia spp.,5
201404,435,201404-435,42.7965,-70.22783333,530,1100,64,GoM,226,S. scombrus,Euphausia spp.,2
201404,435,201404-435,42.7965,-70.22783333,531,1100,64,GoM,215,S. scombrus,Euphausia spp.,1
201404,436,201404-436,42.77871667,-70.20353,535,1217,114,GoM,202,S. scombrus,Euphausia spp.,2
201404,436,201404-436,42.77871667,-70.20353,536,1217,114,GoM,272,S. scombrus,Euphausia spp.,2
201404,353,201404-353,41.53427167,-69.371745,570,1705,85,GoM,214,C. harengus,Euphausia spp.,1
201404,353,201404-353,41.53427167,-69.371745,572,1705,85,GoM,222,C. harengus,Euphausia spp.,12
201404,370,201404-370,42.30601,-68.88251,610,1551,217,GoM,255,A. pseudoharengus,Euphausia spp.,2
201404,440,201404-440,42.92657833,-70.497065,614,2013,104,GoM,198,S. scombrus,Euphausia spp.,1
201504,292,201504-292,41.84666667,-68.20333333,623,2358,90.2,GB,240,C. harengus,Euphausia spp.,2
201504,387,201504-387,42.95166667,-70.165,624,1603,80.4,GoM,206,A. aestivalis,Euphausia spp.,1
201504,411,201504-411,43.845,-68.58166667,627,1831,58.2,GoM,178,S. scombrus,Euphausia spp.,1
201504,295,201504-295,41.93333333,-67.81833333,642,720,32.3,GB,160,S. scombrus,Euphausia spp.,30060
201504,332,201504-332,43.54333333,-67.01166667,653,1924,115.6,GoM,132,A. pseudoharengus,Euphausia spp.,1
201504,291,201504-291,41.61666667,-68.07,671,2102,21.6,GB,179,S. scombrus,Euphausia spp.,3
201302,125,201302-125,39.62600333,-72.76459167,83,1910,69,SNE,230,C. harengus,Meganyctiphanes norvegica,22
201302,220,201302-220,41.92301833,-69.32691333,91,1731,198,GoM,221,C. harengus,Meganyctiphanes norvegica,4
201302,220,201302-220,41.92301833,-69.32691333,92,1731,198,GoM,187,C. harengus,Meganyctiphanes norvegica,8
201402,296,201402-296,42.17125667,-69.71666667,284,1004,192,GoM,222,A. aestivalis,Meganyctiphanes norvegica,16
201402,184,201402-184,41.73333333,-69.38333333,171,1907,164,GoM,175,A. aestivalis,Meganyctiphanes norvegica,7
201402,184,201402-184,41.73333333,-69.38333333,179,134,42,GoM,180,A. pseudoharengus,Meganyctiphanes norvegica,1
201402,253,201402-253,42.522365,-67.43048167,199,27,298,GoM,205,A. pseudoharengus,Meganyctiphanes norvegica,17
201402,253,201402-253,42.522365,-67.43048167,200,27,298,GoM,219,A. pseudoharengus,Meganyctiphanes norvegica,3
201402,192,201402-192,41.72865167,-68.36175833,240,849,86,GB,196,A. pseudoharengus,Meganyctiphanes norvegica,2
201402,255,201402-255,42.55021333,-67.00852833,243,342,315,GoM,182,A. pseudoharengus,Meganyctiphanes norvegica,8
201402,257,201402-257,42.61333333,-66.632,252,1015,179,GoM,250,A. pseudoharengus,Meganyctiphanes norvegica,10
201402,260,201402-260,42.93039667,-66.80065167,260,1715,196,GoM,230,A. pseudoharengus,Meganyctiphanes norvegica,5
201402,191,201402-191,41.89695833,-68.92680167,266,452,156,GoM,172,A. pseudoharengus,Meganyctiphanes norvegica,1
201402,191,201402-191,41.89695833,-68.92680167,268,452,156,GoM,172,A. pseudoharengus,Meganyctiphanes norvegica,2
201402,256,201402-256,42.63537667,-66.844475,321,704,223,GoM,234,A. pseudoharengus,Meganyctiphanes norvegica,24
201402,256,201402-256,42.63537667,-66.844475,322,704,223,GoM,234,A. pseudoharengus,Meganyctiphanes norvegica,29
201402,189,201402-189,42.15814667,-69.96183333,324,2004,140,GoM,171,A. pseudoharengus,Meganyctiphanes norvegica,3
201402,267,201402-267,43.81969833,-66.959605,206,814,196,GoM,234,C. harengus,Meganyctiphanes norvegica,3
201402,190,201402-190,42.03247833,-69.51447833,213,24,213,GoM,216,C. harengus,Meganyctiphanes norvegica,4
201402,346,201402-346,43.28621,-69.98562833,209,158,141,GoM,207,S. scombrus,Meganyctiphanes norvegica,1
201402,192,201402-192,41.72865167,-68.36175833,216,849,86,GB,270,S. scombrus,Meganyctiphanes norvegica,1
201402,182,201402-182,41.339215,-69.32830833,236,1521,79,GoM,214,S. scombrus,Meganyctiphanes norvegica,1
201402,79,201402-79,40.16070333,-71.56662167,419,1401,86,SNE,283,S. scombrus,Meganyctiphanes norvegica,1
201402,78,201402-78,40.21830833,-71.45676333,427,1213,87,SNE,271,S. scombrus,Meganyctiphanes norvegica,1
201404,410,201404-410,42.21488667,-67.10116167,461,406,199,GB,85,A. pseudoharengus,Meganyctiphanes norvegica,1
201404,369,201404-369,42.00832,-69.37580167,516,1141,212,GoM,245,A. pseudoharengus,Meganyctiphanes norvegica,5
201404,369,201404-369,42.00832,-69.37580167,518,1141,212,GoM,240,A. pseudoharengus,Meganyctiphanes norvegica,19
201404,435,201404-435,42.7965,-70.22783333,527,1100,64,GoM,212,S. scombrus,Meganyctiphanes norvegica,8
201404,435,201404-435,42.7965,-70.22783333,529,1100,64,GoM,221,S. scombrus,Meganyctiphanes norvegica,7
201404,435,201404-435,42.7965,-70.22783333,530,1100,64,GoM,226,S. scombrus,Meganyctiphanes norvegica,2
201404,436,201404-436,42.77871667,-70.20353,533,1217,114,GoM,222,S. scombrus,Meganyctiphanes norvegica,1
201404,436,201404-436,42.77871667,-70.20353,534,1217,114,GoM,226,S. scombrus,Meganyctiphanes norvegica,1
201404,436,201404-436,42.77871667,-70.20353,535,1217,114,GoM,202,S. scombrus,Meganyctiphanes norvegica,5
201404,436,201404-436,42.77871667,-70.20353,536,1217,114,GoM,272,S. scombrus,Meganyctiphanes norvegica,3
201404,351,201404-351,41.69820833,-69.12990833,547,1206,180,GoM,220,C. harengus,Meganyctiphanes norvegica,1
201404,353,201404-353,41.53427167,-69.371745,570,1705,85,GoM,214,C. harengus,Meganyctiphanes norvegica,6
201404,353,201404-353,41.53427167,-69.371745,572,1705,85,GoM,222,C. harengus,Meganyctiphanes norvegica,7
201504,292,201504-292,41.84666667,-68.20333333,623,2358,90.2,GB,240,C. harengus,Meganyctiphanes norvegica,1
201504,411,201504-411,43.845,-68.58166667,627,1831,58.2,GoM,178,S. scombrus,Meganyctiphanes norvegica,1
201504,295,201504-295,41.93333333,-67.81833333,642,720,32.3,GB,160,S. scombrus,Meganyctiphanes norvegica,30
201504,332,201504-332,43.54333333,-67.01166667,653,1924,115.6,GoM,132,A. pseudoharengus,Meganyctiphanes norvegica,1
201302,7,201302-7,38.04904833,-73.99538667,13,26,113,MAB,108,P. triacanthus,Thysanopoda spp.,1
201402,289,201402-289,43.10845167,-69.71666667,283,1230,197,GoM,211,A. aestivalis,Thysanopoda spp.,1
201402,190,201402-190,42.03247833,-69.51447833,213,24,213,GoM,216,C. harengus,Thysanopoda spp.,4
201402,190,201402-190,42.03247833,-69.51447833,215,24,213,GoM,232,C. harengus,Thysanopoda spp.,1
201402,346,201402-346,43.28621,-69.98562833,209,158,141,GoM,207,S. scombrus,Thysanopoda spp.,2
201404,369,201404-369,42.00832,-69.37580167,516,1141,212,GoM,245,A. pseudoharengus,Thysanopoda spp.,27
201404,435,201404-435,42.7965,-70.22783333,529,1100,64,GoM,221,S. scombrus,Thysanopoda spp.,2
201404,436,201404-436,42.77871667,-70.20353,534,1217,114,GoM,226,S. scombrus,Thysanopoda spp.,4
201404,353,201404-353,41.53427167,-69.371745,572,1705,85,GoM,222,C. harengus,Thysanopoda spp.,4
201402,184,201402-184,41.73333333,-69.38333333,171,1907,164,GoM,175,A. aestivalis,Thysanoessa spp.,2
201402,253,201402-253,42.522365,-67.43048167,199,27,298,GoM,205,A. pseudoharengus,Thysanoessa spp.,3
201402,253,201402-253,42.522365,-67.43048167,200,27,298,GoM,219,A. pseudoharengus,Thysanoessa spp.,5
201402,257,201402-257,42.61333333,-66.632,252,1015,179,GoM,250,A. pseudoharengus,Thysanoessa spp.,1
201402,191,201402-191,41.89695833,-68.92680167,266,452,156,GoM,172,A. pseudoharengus,Thysanoessa spp.,1
201402,256,201402-256,42.63537667,-66.844475,321,704,223,GoM,234,A. pseudoharengus,Thysanoessa spp.,2
201402,190,201402-190,42.03247833,-69.51447833,213,24,213,GoM,216,C. harengus,Thysanoessa spp.,1
201402,184,201402-184,41.73333333,-69.38333333,172,1907,164,GoM,190,A. aestivalis,Nematoscelis spp.,1
201402,179,201402-179,41.13333333,-68.3,362,1940,30,GoM,218,S. scombrus,Gammarus spp.,1
201402,296,201402-296,42.17125667,-69.71666667,284,1004,192,GoM,222,A. aestivalis,Gammarus spp.,3
201402,192,201402-192,41.72865167,-68.36175833,240,849,86,GB,196,A. pseudoharengus,Gammarus spp.,1
201402,192,201402-192,41.72865167,-68.36175833,242,849,86,GB,207,A. pseudoharengus,Gammarus spp.,1
201402,118,201402-118,39.86297833,-73.70465667,341,2252,32,MAB,232,A. pseudoharengus,Gammarus spp.,3
201402,64,201402-64,41.20531667,-71.22919833,221,2306,48,SNE,180,C. harengus,Gammarus spp.,4
201402,180,201402-180,41.09033333,-69.27266667,191,1153,58,GoM,265,S. scombrus,Gammarus spp.,1
201402,79,201402-79,40.16070333,-71.56662167,420,1401,86,SNE,252,S. scombrus,Gammarus spp.,1
201404,234,201404-234,40.34937667,-67.945245,502,745,143,GB,124,P. triacanthus,Gammarus spp.,1
201404,234,201404-234,40.34937667,-67.945245,503,745,143,GB,127,P. triacanthus,Gammarus spp.,1
201504,237,201504-237,41.215,-69.39,664,811,26,GoM,145,S. scombrus,Gammarus spp.,8
201402,182,201402-182,41.339215,-69.32830833,177,1521,79,GoM,239,C. harengus,Ampithoidae,1
201302,13,201302-13,37.74041333,-74.71867167,23,1334,48,MAB,230,C. harengus,Gammaria spp.,2
201402,68,201402-68,40.85757833,-70.94011167,337,904,55,SNE,206,A. pseudoharengus,Gammaria spp.,3
201402,45,201402-45,38.11966667,-74.52333333,424,1431,41,MAB,234,C. harengus,Gammaria spp.,1
201402,180,201402-180,41.09033333,-69.27266667,441,1153,58,GoM,191,C. harengus,Gammaria spp.,2
201402,180,201402-180,41.09033333,-69.27266667,190,1153,58,GoM,253,S. scombrus,Gammaria spp.,1
201402,70,201402-70,40.50130833,-70.82712333,228,1410,78,SNE,234,S. scombrus,Gammaria spp.,37
201402,78,201402-78,40.21830833,-71.45676333,427,1213,87,SNE,271,S. scombrus,Gammaria spp.,5
201302,211,201302-211,41.45427833,-69.28315,79,1600,94,GoM,229,C. harengus,Haustoriidae,25
201402,118,201402-118,39.86297833,-73.70465667,340,2252,32,MAB,235,A. pseudoharengus,Corophiidae,12
201402,118,201402-118,39.86297833,-73.70465667,341,2252,32,MAB,232,A. pseudoharengus,Corophiidae,2
201402,66,201402-66,40.88478167,-71.18050333,364,335,54,SNE,204,A. pseudoharengus,Corophiidae,1
201402,116,201402-116,39.689,-73.642,447,1801,35,MAB,241,A. pseudoharengus,Corophiidae,1
201402,67,201402-67,40.69278333,-71.26446333,452,553,61,SNE,250,A. pseudoharengus,Corophiidae,22
201402,70,201402-70,40.50130833,-70.82712333,226,1410,78,SNE,263,S. scombrus,Corophiidae,1
201402,70,201402-70,40.50130833,-70.82712333,228,1410,78,SNE,234,S. scombrus,Corophiidae,23
201402,70,201402-70,40.50130833,-70.82712333,228,1410,78,SNE,234,S. scombrus,Liljeborgiidae,9
201504,236,201504-236,41.095,-69.21833333,675,547,30.1,GoM,56,C. harengus,Liljeborgiidae,5
201402,179,201402-179,41.13333333,-68.3,362,1940,30,GoM,218,S. scombrus,Meltidae,1
201402,68,201402-68,40.85757833,-70.94011167,338,904,55,SNE,201,A. pseudoharengus,Meltidae,4
201302,236,201302-236,40.55483833,-68.34004167,116,1454,93,GB,131,P. triacanthus,Aoridae,1
201402,67,201402-67,40.69278333,-71.26446333,452,553,61,SNE,250,A. pseudoharengus,Aoridae,1
201302,122,201302-122,39.64571167,-73.17230667,72,1305,43,SNE,199,C. harengus,Chaetognatha,220
201302,122,201302-122,39.64571167,-73.17230667,74,1305,43,SNE,177,C. harengus,Chaetognatha,53
201302,121,201302-121,39.67124333,-73.29145833,86,1112,42,SNE,180,C. harengus,Chaetognatha,68
201302,121,201302-121,39.67124333,-73.29145833,87,1112,42,SNE,170,C. harengus,Chaetognatha,115
201302,122,201302-122,39.64571167,-73.17230667,93,1305,43,SNE,220,S. scombrus,Chaetognatha,688
201302,124,201302-124,39.5307,-72.89284333,40,1709,60,SNE,226,C. harengus,Ostracoda,20
201302,211,201302-211,41.45427833,-69.28315,69,1600,94,GoM,142,C. harengus,Ostracoda,16
201402,187,201402-187,41.71176833,-69.23333333,183,705,81,GoM,170,A. aestivalis,Ostracoda,2
201402,116,201402-116,39.689,-73.642,347,1801,35,MAB,205,A. aestivalis,Ostracoda,60
201402,116,201402-116,39.689,-73.642,348,1801,35,MAB,205,A. aestivalis,Ostracoda,60
201402,69,201402-69,40.65411667,-70.75713333,429,1156,64,SNE,185,A. aestivalis,Ostracoda,1
201402,189,201402-189,42.15814667,-69.96183333,325,2004,140,GoM,164,A. pseudoharengus,Ostracoda,52
201402,118,201402-118,39.86297833,-73.70465667,340,2252,32,MAB,235,A. pseudoharengus,Ostracoda,320
201402,118,201402-118,39.86297833,-73.70465667,341,2252,32,MAB,232,A. pseudoharengus,Ostracoda,100
201402,64,201402-64,41.20531667,-71.22919833,366,2306,48,SNE,93,A. pseudoharengus,Ostracoda,10
201402,69,201402-69,40.65411667,-70.75713333,403,1156,64,SNE,218,A. pseudoharengus,Ostracoda,3
201402,187,201402-187,41.71176833,-69.735145,189,705,81,GoM,205,C. harengus,Ostracoda,96
201402,189,201402-189,42.15814667,-69.96183333,196,2004,140,GoM,227,C. harengus,Ostracoda,58
201402,66,201402-66,40.88478167,-71.18050333,219,335,54,SNE,225,C. harengus,Ostracoda,1
201402,64,201402-64,41.20531667,-71.22919833,220,2306,48,SNE,180,C. harengus,Ostracoda,2
201402,64,201402-64,41.20531667,-71.22919833,221,2306,48,SNE,180,C. harengus,Ostracoda,12
201402,64,201402-64,41.20531667,-71.22919833,237,2306,48,SNE,133,C. harengus,Ostracoda,190
201402,64,201402-64,41.20531667,-71.22919833,238,2306,48,SNE,140,C. harengus,Ostracoda,150
201402,192,201402-192,41.72865167,-68.36175833,270,849,86,GB,207,C. harengus,Ostracoda,1
201402,192,201402-192,41.72865167,-68.36175833,271,849,86,GB,214,C. harengus,Ostracoda,1
201402,58,201402-58,38.8625,-74.45793667,379,2242,25,MAB,208,C. harengus,Ostracoda,20
201402,65,201402-65,40.90416667,-71.29583333,434,155,57,SNE,151,C. harengus,Ostracoda,8
201402,65,201402-65,40.90416667,-71.29583333,435,155,57,SNE,158,C. harengus,Ostracoda,8
201402,116,201402-116,39.689,-73.642,351,1801,35,MAB,273,S. scombrus,Ostracoda,20
201504,365,201504-365,42.09333333,-70.31166667,630,653,33.4,GoM,271,S. scombrus,Ostracoda,50
201504,387,201504-387,42.95166667,-70.165,661,1603,80.4,GoM,100,S. scombrus,Ostracoda,3
201302,206,201302-206,41.13131333,-69.28958167,46,130,52,GoM,224,C. harengus,Crustacean_Larvae,4
201302,211,201302-211,41.45427833,-69.28315,70,1600,94,GoM,177,C. harengus,Crustacean_Larvae,40
201302,125,201302-125,39.62600333,-72.76459167,82,1910,69,SNE,224,C. harengus,Crustacean_Larvae,5
201302,125,201302-125,39.62600333,-72.76459167,83,1910,69,SNE,230,C. harengus,Crustacean_Larvae,40
201302,121,201302-121,39.67124333,-73.29145833,86,1112,42,SNE,180,C. harengus,Crustacean_Larvae,3
201302,121,201302-121,39.67124333,-73.29145833,87,1112,42,SNE,170,C. harengus,Crustacean_Larvae,15
201302,7,201302-7,38.04904833,-73.99538667,13,26,113,MAB,108,P. triacanthus,Crustacean_Larvae,2
201302,209,201302-209,41.26035833,-69.023085,125,1015,151,GoM,117,P. triacanthus,Crustacean_Larvae,4
201402,95,201402-95,39.45199333,-69.61666667,335,500,67,SNE,220,A. aestivalis,Crustacean_Larvae,5
201402,185,201402-185,41.51666667,-69.55,186,2217,105,GB,168,A. pseudoharengus,Crustacean_Larvae,1
201402,57,201402-57,38.587985,-74.28988167,375,2005,45,MAB,204,C. harengus,Crustacean_Larvae,1
201402,47,201402-47,37.85779167,-74.131225,333,2022,150,MAB,114,P. triacanthus,Crustacean_Larvae,1
201402,71,201402-71,40.28366833,-70.83104,374,1657,118,SNE,101,P. triacanthus,Crustacean_Larvae,1
201402,255,201402-255,42.55021333,-67.00852833,212,342,315,GoM,278,S. scombrus,Crustacean_Larvae,4
201402,78,201402-78,40.21830833,-71.45676333,427,1213,87,SNE,271,S. scombrus,Crustacean_Larvae,1
201404,113,201404-113,40.94842,-71.05502,458,2221,50,SNE,125,P. triacanthus,Crustacean_Larvae,1
201404,446,201404-446,42.53861,-70.457485,467,1119,95,GoM,127,S. scombrus,Crustacean_Larvae,2
201404,392,201404-392,44.01206,-66.82329333,482,751,122,GoM,128,A. aestivalis,Crustacean_Larvae,1
201404,392,201404-392,44.01206,-66.82329333,483,751,122,GoM,148,A. aestivalis,Crustacean_Larvae,1
201404,435,201404-435,42.7965,-70.22783333,527,1100,64,GoM,212,S. scombrus,Crustacean_Larvae,1
201404,436,201404-436,42.77871667,-70.20353,534,1217,114,GoM,226,S. scombrus,Crustacean_Larvae,4
201404,436,201404-436,42.77871667,-70.20353,535,1217,114,GoM,202,S. scombrus,Crustacean_Larvae,1
201404,436,201404-436,42.77871667,-70.20353,536,1217,114,GoM,272,S. scombrus,Crustacean_Larvae,1
201404,44,201404-44,36.22525167,-74.86215667,560,2147,85,MAB,133,P. triacanthus,Crustacean_Larvae,2
201404,440,201404-440,42.92657833,-70.497065,614,2013,104,GoM,198,S. scombrus,Crustacean_Larvae,3
201504,295,201504-295,41.93333333,-67.81833333,642,720,32.3,GB,160,S. scombrus,Crustacean_Larvae,4
201402,127,201402-127,40.120195,-73.54423167,355,1707,42,SNE,224,A. aestivalis,Cladocera,20
201402,118,201402-118,39.86297833,-73.70465667,341,2252,32,MAB,232,A. pseudoharengus,Cladocera,1
201402,116,201402-116,39.689,-73.642,351,1801,35,MAB,273,S. scombrus,Cladocera,20
201302,24,201302-24,36.63787167,-74.93928833,18,1229,30,MAB,277,S. scombrus,Ammodytes spp.,17
201302,218,201302-218,41.90631,-69.80113,33,1014,101,GoM,195,S. scombrus,Ammodytes spp.,10
201302,218,201302-218,41.90631,-69.80113,36,1014,101,GoM,215,S. scombrus,Ammodytes spp.,5
201302,158,201302-158,40.239365,-71.80516167,94,1519,76,SNE,287,S. scombrus,Ammodytes spp.,123
201302,158,201302-158,40.239365,-71.80516167,95,1519,76,SNE,289,S. scombrus,Ammodytes spp.,113
201402,179,201402-179,41.13333333,-69.23333333,409,846,34,GoM,113,C. harengus,Ammodytes spp.,6
201402,179,201402-179,41.13333333,-68.3,362,1940,30,GoM,218,S. scombrus,Ammodytes spp.,69
201402,64,201402-64,41.20531667,-71.22919833,220,2306,48,SNE,180,C. harengus,Ammodytes spp.,7
201402,180,201402-180,41.09033333,-69.27266667,441,1153,58,GoM,191,C. harengus,Ammodytes spp.,20
201402,180,201402-180,41.09033333,-69.27266667,443,1153,58,GoM,217,C. harengus,Ammodytes spp.,50
201402,97,201402-97,39.03153167,-73.23715833,168,930,70,MAB,280,S. scombrus,Ammodytes spp.,510
201402,180,201402-180,41.09033333,-69.27266667,192,1153,58,GoM,261,S. scombrus,Ammodytes spp.,1
201402,70,201402-70,40.50130833,-70.82712333,226,1410,78,SNE,263,S. scombrus,Ammodytes spp.,2
201402,182,201402-182,41.339215,-69.32830833,236,1521,79,GoM,214,S. scombrus,Ammodytes spp.,23
201402,54,201402-54,38.39969167,-73.94585333,356,1420,61,MAB,221,S. scombrus,Ammodytes spp.,107
201402,78,201402-78,40.21830833,-71.45676333,426,1213,87,SNE,287,S. scombrus,Ammodytes spp.,1
201404,351,201404-351,41.69820833,-69.12990833,547,1206,180,GoM,220,C. harengus,Ammodytes spp.,2
201504,237,201504-237,41.215,-69.39,662,811,26,GoM,108,S. scombrus,Ammodytes spp.,5
201504,237,201504-237,41.215,-69.39,663,811,26,GoM,148,S. scombrus,Ammodytes spp.,3
201504,237,201504-237,41.215,-69.39,664,811,26,GoM,145,S. scombrus,Ammodytes spp.,5
201504,298,201504-298,41.85333333,-67.30833333,668,1529,26,GB,138,S. scombrus,Ammodytes spp.,4
201302,218,201302-218,41.90631,-69.80113,33,1014,101,GoM,195,S. scombrus,Larval_Fish,2
201302,218,201302-218,41.90631,-69.80113,36,1014,101,GoM,215,S. scombrus,Larval_Fish,5
201402,69,201402-69,40.65411667,-70.75713333,429,1156,64,SNE,185,A. aestivalis,Larval_Fish,41
201402,69,201402-69,40.65411667,-70.75713333,430,1156,64,SNE,195,A. aestivalis,Larval_Fish,1
201402,118,201402-118,39.86297833,-73.70465667,340,2252,32,MAB,235,A. pseudoharengus,Larval_Fish,4
201402,70,201402-70,40.50130833,-70.82712333,228,1410,78,SNE,234,S. scombrus,Larval_Fish,1
201302,209,201302-209,41.26035833,-69.023085,56,1015,151,GoM,244,S. scombrus,Fish_Remains,1
201402,68,201402-68,40.85757833,-70.94011167,337,904,55,SNE,206,A. pseudoharengus,Fish_Remains,2
201402,118,201402-118,39.86297833,-73.70465667,340,2252,32,MAB,235,A. pseudoharengus,Fish_Remains,2
201402,64,201402-64,41.20531667,-71.22919833,366,2306,48,SNE,93,A. pseudoharengus,Fish_Remains,5
201404,439,201404-439,42.820795,-70.41459833,496,1820,122,GoM,139,S. scombrus,Fish_Remains,1
201404,231,201404-231,40.29256833,-68.50225667,508,129,133,GB,134,P. triacanthus,Fish_Remains,2
201404,412,201404-412,42.04766667,-67.18433333,511,730,53,GB,281,S. scombrus,Fish_Remains,1
201404,412,201404-412,42.04766667,-67.18433333,512,730,53,GB,288,S. scombrus,Fish_Remains,2
201404,369,201404-369,42.00832,-69.37580167,519,1141,212,GoM,244,A. pseudoharengus,Fish_Remains,1
201404,435,201404-435,42.7965,-70.22783333,529,1100,64,GoM,221,S. scombrus,Fish_Remains,1
201404,435,201404-435,42.7965,-70.22783333,530,1100,64,GoM,226,S. scombrus,Fish_Remains,1
201404,351,201404-351,41.69820833,-69.12990833,549,1206,180,GoM,217,C. harengus,Fish_Remains,1
201404,351,201404-351,41.69820833,-69.12990833,551,1206,180,GoM,210,C. harengus,Fish_Remains,1
201404,366,201404-366,42.34326167,-69.68256667,555,115,251,GoM,242,C. harengus,Fish_Remains,1
201404,366,201404-366,42.34326167,-69.68256667,556,115,251,GoM,242,C. harengus,Fish_Remains,1
201504,291,201504-291,41.61666667,-68.07,671,2102,21.6,GB,179,S. scombrus,Fish_Remains,2
201504,333,201504-333,43.7,-66.98666667,682,2253,86.9,GoM,133,A. pseudoharengus,Fish_Remains,1
201302,6,201302-6,38.30005667,-74.12743667,114,2108,61,MAB,110,P. triacanthus,Polychaeta,25
201302,6,201302-6,38.30005667,-74.12743667,115,2108,61,MAB,121,P. triacanthus,Polychaeta,3
